Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-4448,Cliente 1534,2024-12-09,3172.01,Entregado,Empleado 32,"Producto 253, Producto 132, Producto 6, Producto 184"
Pedido-4449,Cliente 1931,2024-03-17,4164.36,Entregado,Empleado 42,"Producto 28, Producto 141, Producto 17, Producto 198, Producto 7"
Pedido-4450,Cliente 614,2024-11-18,4658.58,Cancelado,Empleado 69,Producto 249
Pedido-4451,Cliente 60,2024-04-22,2306.38,Cancelado,Empleado 34,Producto 208
Pedido-4452,Cliente 1191,2024-11-22,1794.31,Entregado,Empleado 71,"Producto 222, Producto 50"
Pedido-4453,Cliente 697,2024-09-17,3096.91,Entregado,Empleado 44,"Producto 57, Producto 101, Producto 9, Producto 67"
Pedido-4454,Cliente 30,2024-10-01,3893.26,Procesado,Empleado 56,"Producto 110, Producto 164, Producto 155, Producto 56, Producto 173"
Pedido-4455,Cliente 108,2024-12-16,2083.0,Cancelado,Empleado 67,"Producto 256, Producto 258"
Pedido-4456,Cliente 815,2024-03-24,1053.84,Procesado,Empleado 71,"Producto 206, Producto 58, Producto 25"
Pedido-4457,Cliente 1973,2025-02-03,2812.15,Cancelado,Empleado 56,Producto 187
Pedido-4458,Cliente 926,2024-09-03,590.23,Entregado,Empleado 53,"Producto 72, Producto 239, Producto 301, Producto 59"
Pedido-4459,Cliente 1560,2024-04-08,3720.33,Pendiente,Empleado 3,Producto 174
Pedido-4460,Cliente 1,2024-11-26,4830.07,Enviado,Empleado 19,"Producto 247, Producto 95"
Pedido-4461,Cliente 1768,2024-05-03,2690.44,Pendiente,Empleado 7,"Producto 294, Producto 141, Producto 71, Producto 277, Producto 203"
Pedido-4462,Cliente 798,2024-07-20,3141.37,Pendiente,Empleado 23,Producto 144
Pedido-4463,Cliente 1500,2024-07-18,2033.98,Procesado,Empleado 86,"Producto 31, Producto 71, Producto 78, Producto 33"
Pedido-4464,Cliente 666,2024-07-26,3432.27,Enviado,Empleado 70,"Producto 261, Producto 173"
Pedido-4465,Cliente 1848,2024-11-10,2750.06,Procesado,Empleado 2,"Producto 107, Producto 235, Producto 277, Producto 76, Producto 43"
Pedido-4466,Cliente 1888,2025-02-05,4828.5,Procesado,Empleado 61,"Producto 229, Producto 140"
Pedido-4467,Cliente 1758,2025-02-17,1069.75,Enviado,Empleado 39,"Producto 250, Producto 208, Producto 223, Producto 291, Producto 86"
Pedido-4468,Cliente 258,2024-06-10,3851.31,Procesado,Empleado 61,"Producto 39, Producto 165"
Pedido-4469,Cliente 1559,2024-05-01,816.09,Entregado,Empleado 5,Producto 10
Pedido-4470,Cliente 1572,2024-09-06,4575.38,Procesado,Empleado 42,"Producto 77, Producto 124"
Pedido-4471,Cliente 1420,2025-02-05,2064.98,Cancelado,Empleado 29,"Producto 113, Producto 76, Producto 177, Producto 166"
Pedido-4472,Cliente 1756,2025-02-18,2230.35,Enviado,Empleado 87,"Producto 236, Producto 47"
Pedido-4473,Cliente 1472,2024-11-14,3899.24,Procesado,Empleado 4,Producto 177
Pedido-4474,Cliente 1900,2024-12-18,3575.32,Cancelado,Empleado 90,"Producto 214, Producto 96, Producto 139, Producto 11, Producto 137"
Pedido-4475,Cliente 1814,2025-02-04,1893.16,Cancelado,Empleado 58,Producto 209
Pedido-4476,Cliente 598,2025-01-30,4850.35,Enviado,Empleado 31,"Producto 117, Producto 90, Producto 234, Producto 178, Producto 102"
Pedido-4477,Cliente 1278,2025-01-16,4402.41,Enviado,Empleado 86,"Producto 162, Producto 171, Producto 58, Producto 69, Producto 93"
Pedido-4478,Cliente 68,2024-08-26,3880.21,Enviado,Empleado 85,"Producto 278, Producto 90"
Pedido-4479,Cliente 767,2025-02-19,1016.08,Cancelado,Empleado 58,"Producto 40, Producto 75, Producto 246"
Pedido-4480,Cliente 17,2024-07-27,440.71,Pendiente,Empleado 32,"Producto 203, Producto 23"
Pedido-4481,Cliente 797,2024-10-13,4470.76,Cancelado,Empleado 1,"Producto 44, Producto 97"
Pedido-4482,Cliente 207,2024-12-14,1846.79,Entregado,Empleado 11,"Producto 26, Producto 57, Producto 93, Producto 40, Producto 258"
Pedido-4483,Cliente 1741,2024-03-26,3190.41,Cancelado,Empleado 13,"Producto 25, Producto 291, Producto 38, Producto 222, Producto 74"
Pedido-4484,Cliente 1226,2024-08-28,3573.44,Enviado,Empleado 29,Producto 54
Pedido-4485,Cliente 1188,2024-06-06,2674.74,Pendiente,Empleado 23,"Producto 291, Producto 152, Producto 165, Producto 289"
Pedido-4486,Cliente 1120,2024-11-25,4203.49,Enviado,Empleado 55,"Producto 249, Producto 202"
Pedido-4487,Cliente 80,2024-10-10,1686.66,Entregado,Empleado 67,"Producto 259, Producto 83"
Pedido-4488,Cliente 809,2024-08-11,676.57,Pendiente,Empleado 66,"Producto 166, Producto 220, Producto 64, Producto 28"
Pedido-4489,Cliente 1780,2024-04-07,1241.42,Procesado,Empleado 12,"Producto 58, Producto 20"
Pedido-4490,Cliente 1787,2024-04-10,4196.23,Cancelado,Empleado 75,"Producto 177, Producto 74, Producto 43"
Pedido-4491,Cliente 1373,2024-04-02,1791.54,Procesado,Empleado 94,"Producto 247, Producto 121"
Pedido-4492,Cliente 1049,2024-07-11,4372.4,Entregado,Empleado 31,"Producto 157, Producto 215, Producto 224, Producto 220, Producto 31"
Pedido-4493,Cliente 1762,2025-02-12,3062.4,Cancelado,Empleado 20,Producto 243
Pedido-4494,Cliente 261,2024-03-15,1853.27,Pendiente,Empleado 41,"Producto 192, Producto 75, Producto 184, Producto 172, Producto 84"
Pedido-4495,Cliente 2000,2024-03-15,354.64,Enviado,Empleado 24,"Producto 146, Producto 182, Producto 251, Producto 43, Producto 294"
Pedido-4496,Cliente 1926,2024-12-08,2744.7,Procesado,Empleado 77,"Producto 149, Producto 169"
Pedido-4497,Cliente 801,2024-12-13,4663.27,Entregado,Empleado 7,"Producto 213, Producto 26"
Pedido-4498,Cliente 723,2025-01-30,469.46,Enviado,Empleado 63,"Producto 213, Producto 147, Producto 66, Producto 12, Producto 155"
Pedido-4499,Cliente 1999,2024-04-10,4725.1,Enviado,Empleado 54,"Producto 149, Producto 182, Producto 263, Producto 230, Producto 213"
Pedido-4500,Cliente 1082,2024-03-04,1839.7,Entregado,Empleado 33,"Producto 120, Producto 90, Producto 299"
Pedido-4501,Cliente 1460,2024-11-17,1127.0,Entregado,Empleado 35,"Producto 28, Producto 20, Producto 239, Producto 111"
Pedido-4502,Cliente 817,2025-01-09,1689.38,Entregado,Empleado 30,"Producto 192, Producto 262, Producto 222, Producto 179, Producto 10"
Pedido-4503,Cliente 1429,2024-11-18,2984.41,Cancelado,Empleado 8,"Producto 72, Producto 283, Producto 215, Producto 18, Producto 91"
Pedido-4504,Cliente 924,2024-11-04,3729.06,Procesado,Empleado 14,"Producto 72, Producto 165"
Pedido-4505,Cliente 470,2024-12-25,3204.2,Pendiente,Empleado 46,"Producto 147, Producto 195"
Pedido-4506,Cliente 614,2024-08-30,949.84,Cancelado,Empleado 93,Producto 301
Pedido-4507,Cliente 113,2024-03-03,2752.19,Cancelado,Empleado 38,Producto 295
Pedido-4508,Cliente 1077,2024-06-02,3840.33,Pendiente,Empleado 69,"Producto 200, Producto 276, Producto 85"
Pedido-4509,Cliente 1099,2024-11-21,1215.81,Cancelado,Empleado 23,"Producto 185, Producto 16"
Pedido-4510,Cliente 1189,2024-07-05,720.85,Cancelado,Empleado 27,Producto 239
Pedido-4511,Cliente 1231,2024-12-24,3479.84,Pendiente,Empleado 100,"Producto 8, Producto 53, Producto 196, Producto 114, Producto 244"
Pedido-4512,Cliente 46,2024-06-15,272.02,Procesado,Empleado 7,"Producto 101, Producto 89"
Pedido-4513,Cliente 1302,2024-09-08,1443.98,Procesado,Empleado 41,"Producto 212, Producto 156, Producto 52, Producto 141"
Pedido-4514,Cliente 1232,2024-12-16,178.2,Entregado,Empleado 82,"Producto 240, Producto 280, Producto 26, Producto 169"
Pedido-4515,Cliente 62,2024-07-08,1469.21,Entregado,Empleado 47,"Producto 170, Producto 136, Producto 266, Producto 10, Producto 273"
Pedido-4516,Cliente 1278,2025-02-11,4237.94,Cancelado,Empleado 31,"Producto 8, Producto 223"
Pedido-4517,Cliente 1680,2024-11-21,3758.69,Procesado,Empleado 8,"Producto 79, Producto 219, Producto 14"
Pedido-4518,Cliente 1776,2024-10-25,464.4,Entregado,Empleado 39,"Producto 127, Producto 228"
Pedido-4519,Cliente 990,2024-08-08,4595.74,Pendiente,Empleado 21,"Producto 174, Producto 104, Producto 51, Producto 222, Producto 157"
Pedido-4520,Cliente 673,2024-06-18,275.96,Cancelado,Empleado 8,"Producto 193, Producto 244, Producto 215, Producto 17"
Pedido-4521,Cliente 1990,2024-11-28,4147.39,Procesado,Empleado 14,"Producto 189, Producto 127"
Pedido-4522,Cliente 1965,2024-06-24,820.79,Procesado,Empleado 15,"Producto 127, Producto 282, Producto 86, Producto 14, Producto 27"
Pedido-4523,Cliente 1656,2024-12-24,919.61,Enviado,Empleado 85,Producto 242
Pedido-4524,Cliente 360,2024-10-27,3494.02,Entregado,Empleado 50,"Producto 12, Producto 213, Producto 204"
Pedido-4525,Cliente 1581,2024-04-02,3024.52,Entregado,Empleado 15,Producto 17
Pedido-4526,Cliente 941,2024-08-19,1825.54,Pendiente,Empleado 64,"Producto 175, Producto 78, Producto 186"
Pedido-4527,Cliente 211,2024-03-11,493.47,Pendiente,Empleado 92,"Producto 86, Producto 155"
Pedido-4528,Cliente 1002,2024-08-11,1868.62,Pendiente,Empleado 74,"Producto 16, Producto 30, Producto 235"
Pedido-4529,Cliente 1580,2025-01-30,3213.09,Cancelado,Empleado 86,"Producto 36, Producto 144"
Pedido-4530,Cliente 110,2024-09-15,3697.86,Procesado,Empleado 12,"Producto 149, Producto 151, Producto 74, Producto 38, Producto 196"
Pedido-4531,Cliente 204,2024-05-21,4658.83,Procesado,Empleado 77,Producto 51
Pedido-4532,Cliente 642,2024-05-04,3221.16,Enviado,Empleado 55,"Producto 58, Producto 179, Producto 206"
Pedido-4533,Cliente 1034,2024-11-16,3757.56,Enviado,Empleado 79,"Producto 159, Producto 58"
Pedido-4534,Cliente 1927,2024-04-10,1345.5,Enviado,Empleado 86,Producto 32
Pedido-4535,Cliente 553,2024-08-07,2525.99,Cancelado,Empleado 10,"Producto 229, Producto 201, Producto 131"
Pedido-4536,Cliente 727,2024-03-18,1889.24,Cancelado,Empleado 14,Producto 264
Pedido-4537,Cliente 1368,2025-02-20,1521.98,Procesado,Empleado 21,"Producto 195, Producto 299, Producto 123, Producto 82, Producto 269"
Pedido-4538,Cliente 1633,2024-04-26,2175.97,Enviado,Empleado 90,"Producto 187, Producto 108"
Pedido-4539,Cliente 450,2024-04-05,3621.73,Pendiente,Empleado 51,Producto 259
Pedido-4540,Cliente 1522,2024-10-31,831.66,Procesado,Empleado 23,Producto 281
Pedido-4541,Cliente 1406,2024-06-29,4259.55,Cancelado,Empleado 94,"Producto 127, Producto 65, Producto 38, Producto 6, Producto 27"
Pedido-4542,Cliente 1417,2024-09-28,3709.48,Enviado,Empleado 88,"Producto 22, Producto 38, Producto 114, Producto 4"
Pedido-4543,Cliente 1471,2024-11-12,2388.3,Enviado,Empleado 39,Producto 272
Pedido-4544,Cliente 1127,2024-04-30,1883.26,Pendiente,Empleado 97,"Producto 209, Producto 183, Producto 3, Producto 146, Producto 188"
Pedido-4545,Cliente 1778,2025-01-13,1440.71,Cancelado,Empleado 35,"Producto 231, Producto 48, Producto 70, Producto 168"
Pedido-4546,Cliente 1160,2024-03-19,1631.35,Pendiente,Empleado 53,"Producto 36, Producto 5, Producto 269"
Pedido-4547,Cliente 1088,2024-09-21,3233.22,Procesado,Empleado 86,"Producto 220, Producto 8, Producto 31"
Pedido-4548,Cliente 566,2025-02-18,4355.63,Enviado,Empleado 43,"Producto 73, Producto 100"
Pedido-4549,Cliente 1758,2024-12-14,269.56,Enviado,Empleado 21,Producto 19
Pedido-4550,Cliente 628,2024-07-11,3558.3,Cancelado,Empleado 87,"Producto 184, Producto 167, Producto 193, Producto 243"
Pedido-4551,Cliente 1132,2024-05-25,4612.59,Pendiente,Empleado 17,"Producto 45, Producto 10"
Pedido-4552,Cliente 1120,2025-02-08,3358.2,Cancelado,Empleado 34,Producto 252
Pedido-4553,Cliente 65,2025-01-04,3993.83,Cancelado,Empleado 81,"Producto 158, Producto 165, Producto 38"
Pedido-4554,Cliente 1912,2024-03-10,1098.17,Cancelado,Empleado 79,"Producto 55, Producto 123"
Pedido-4555,Cliente 573,2024-10-09,3054.43,Enviado,Empleado 75,"Producto 65, Producto 126"
Pedido-4556,Cliente 509,2024-11-17,1879.04,Cancelado,Empleado 4,"Producto 301, Producto 247, Producto 30, Producto 201"
Pedido-4557,Cliente 110,2024-09-14,141.39,Pendiente,Empleado 60,"Producto 197, Producto 36, Producto 77, Producto 27, Producto 295"
Pedido-4558,Cliente 135,2024-09-18,2015.38,Enviado,Empleado 34,Producto 112
Pedido-4559,Cliente 1024,2024-11-24,2933.58,Enviado,Empleado 20,Producto 128
Pedido-4560,Cliente 226,2024-04-25,294.08,Pendiente,Empleado 17,Producto 199
Pedido-4561,Cliente 194,2024-06-24,416.83,Pendiente,Empleado 44,"Producto 110, Producto 251, Producto 163, Producto 178"
Pedido-4562,Cliente 1598,2024-10-05,2485.52,Entregado,Empleado 31,"Producto 61, Producto 228, Producto 291, Producto 274, Producto 276"
Pedido-4563,Cliente 1088,2024-08-13,4440.16,Enviado,Empleado 81,"Producto 158, Producto 69"
Pedido-4564,Cliente 1883,2024-03-03,2220.62,Cancelado,Empleado 49,"Producto 40, Producto 245, Producto 158, Producto 134"
Pedido-4565,Cliente 732,2024-12-09,4639.78,Procesado,Empleado 14,Producto 196
Pedido-4566,Cliente 853,2024-06-08,3409.07,Entregado,Empleado 50,"Producto 110, Producto 201, Producto 106, Producto 246, Producto 87"
Pedido-4567,Cliente 238,2024-05-08,1424.8,Cancelado,Empleado 6,"Producto 268, Producto 197"
Pedido-4568,Cliente 200,2025-02-13,3483.17,Cancelado,Empleado 72,Producto 80
Pedido-4569,Cliente 297,2024-11-21,1790.92,Enviado,Empleado 12,"Producto 192, Producto 48"
Pedido-4570,Cliente 1945,2024-07-31,2345.98,Procesado,Empleado 46,"Producto 81, Producto 202"
Pedido-4571,Cliente 629,2024-11-13,2967.14,Enviado,Empleado 22,"Producto 294, Producto 22, Producto 138"
Pedido-4572,Cliente 300,2024-12-11,3607.19,Pendiente,Empleado 3,"Producto 39, Producto 169"
Pedido-4573,Cliente 1093,2024-04-10,4410.96,Procesado,Empleado 64,"Producto 55, Producto 67"
Pedido-4574,Cliente 1860,2024-10-23,1015.39,Enviado,Empleado 43,"Producto 249, Producto 193"
Pedido-4575,Cliente 722,2024-10-14,4799.66,Pendiente,Empleado 22,"Producto 34, Producto 94, Producto 264"
Pedido-4576,Cliente 1087,2024-10-11,3826.89,Cancelado,Empleado 22,"Producto 153, Producto 215"
Pedido-4577,Cliente 1441,2024-06-14,3164.41,Entregado,Empleado 27,Producto 190
Pedido-4578,Cliente 1328,2024-03-18,312.21,Procesado,Empleado 35,"Producto 2, Producto 297"
Pedido-4579,Cliente 891,2025-02-15,4110.49,Cancelado,Empleado 4,"Producto 99, Producto 240, Producto 221"
Pedido-4580,Cliente 1635,2024-12-13,2717.94,Procesado,Empleado 65,Producto 175
Pedido-4581,Cliente 1555,2025-01-29,3956.7,Entregado,Empleado 39,"Producto 99, Producto 278, Producto 84"
Pedido-4582,Cliente 441,2024-07-20,1597.28,Procesado,Empleado 49,"Producto 276, Producto 111, Producto 183"
Pedido-4583,Cliente 1405,2024-09-15,632.99,Entregado,Empleado 73,Producto 218
Pedido-4584,Cliente 484,2024-05-02,538.98,Enviado,Empleado 47,"Producto 160, Producto 180, Producto 63, Producto 199, Producto 232"
Pedido-4585,Cliente 225,2024-06-10,3391.8,Cancelado,Empleado 13,"Producto 65, Producto 29"
Pedido-4586,Cliente 1310,2024-06-12,150.13,Entregado,Empleado 4,"Producto 285, Producto 50, Producto 14, Producto 113, Producto 28"
Pedido-4587,Cliente 1198,2024-05-18,3849.48,Pendiente,Empleado 26,"Producto 120, Producto 49, Producto 176, Producto 99"
Pedido-4588,Cliente 523,2024-06-01,4127.37,Procesado,Empleado 81,"Producto 153, Producto 175, Producto 246, Producto 32"
Pedido-4589,Cliente 524,2024-05-09,4420.89,Pendiente,Empleado 73,"Producto 222, Producto 285"
Pedido-4590,Cliente 1619,2024-11-16,2961.61,Cancelado,Empleado 31,"Producto 255, Producto 246, Producto 84, Producto 274, Producto 30"
Pedido-4591,Cliente 1335,2024-07-21,4900.74,Entregado,Empleado 5,"Producto 20, Producto 177, Producto 207, Producto 170, Producto 279"
Pedido-4592,Cliente 716,2024-12-29,2766.21,Entregado,Empleado 99,Producto 112
Pedido-4593,Cliente 1709,2025-02-01,450.01,Cancelado,Empleado 11,Producto 29
Pedido-4594,Cliente 1992,2024-05-17,2274.5,Entregado,Empleado 70,Producto 68
Pedido-4595,Cliente 610,2024-03-23,609.1,Procesado,Empleado 49,"Producto 245, Producto 26, Producto 292, Producto 174, Producto 295"
Pedido-4596,Cliente 521,2024-11-02,3731.74,Pendiente,Empleado 40,"Producto 65, Producto 101, Producto 102, Producto 52"
Pedido-4597,Cliente 1944,2024-09-16,554.17,Cancelado,Empleado 99,"Producto 243, Producto 237, Producto 104, Producto 166"
Pedido-4598,Cliente 1430,2024-06-23,2658.92,Entregado,Empleado 70,Producto 153
Pedido-4599,Cliente 1018,2024-09-10,4852.1,Entregado,Empleado 21,"Producto 64, Producto 99, Producto 27, Producto 89, Producto 171"
Pedido-4600,Cliente 1671,2024-04-08,1062.98,Pendiente,Empleado 49,"Producto 166, Producto 211, Producto 56"
Pedido-4601,Cliente 808,2024-12-13,847.12,Enviado,Empleado 47,"Producto 112, Producto 160, Producto 78, Producto 197, Producto 27"
Pedido-4602,Cliente 1099,2024-10-07,3098.97,Pendiente,Empleado 87,"Producto 53, Producto 6, Producto 290, Producto 104, Producto 111"
Pedido-4603,Cliente 1402,2024-11-27,3630.32,Cancelado,Empleado 59,Producto 218
Pedido-4604,Cliente 505,2024-06-13,881.66,Enviado,Empleado 6,"Producto 190, Producto 192, Producto 57, Producto 20, Producto 131"
Pedido-4605,Cliente 1337,2024-10-26,2493.62,Enviado,Empleado 10,"Producto 217, Producto 133, Producto 188, Producto 25"
Pedido-4606,Cliente 849,2024-03-03,2360.03,Procesado,Empleado 17,Producto 4
Pedido-4607,Cliente 844,2024-12-01,1111.61,Procesado,Empleado 65,"Producto 92, Producto 178"
Pedido-4608,Cliente 1383,2024-05-22,507.51,Cancelado,Empleado 78,"Producto 168, Producto 271, Producto 48, Producto 25"
Pedido-4609,Cliente 782,2024-04-18,1666.64,Procesado,Empleado 75,Producto 222
Pedido-4610,Cliente 1294,2024-04-19,2948.0,Pendiente,Empleado 7,"Producto 60, Producto 224, Producto 47"
Pedido-4611,Cliente 1797,2024-08-07,3994.36,Pendiente,Empleado 47,"Producto 289, Producto 57, Producto 15"
Pedido-4612,Cliente 1424,2024-03-17,3750.92,Cancelado,Empleado 45,Producto 137
Pedido-4613,Cliente 349,2025-02-08,2533.93,Pendiente,Empleado 69,Producto 270
Pedido-4614,Cliente 549,2024-12-29,4359.68,Cancelado,Empleado 53,Producto 267
Pedido-4615,Cliente 383,2024-06-06,1448.15,Entregado,Empleado 76,"Producto 221, Producto 214, Producto 150"
Pedido-4616,Cliente 996,2024-05-26,266.2,Procesado,Empleado 63,"Producto 71, Producto 42, Producto 80"
Pedido-4617,Cliente 519,2024-12-12,4633.65,Cancelado,Empleado 21,"Producto 172, Producto 28"
Pedido-4618,Cliente 570,2024-10-20,3717.86,Entregado,Empleado 85,Producto 281
Pedido-4619,Cliente 1877,2024-06-13,1692.35,Enviado,Empleado 51,"Producto 175, Producto 52, Producto 125, Producto 17, Producto 63"
Pedido-4620,Cliente 1994,2024-11-04,301.88,Enviado,Empleado 47,"Producto 80, Producto 38, Producto 189, Producto 272, Producto 131"
Pedido-4621,Cliente 730,2024-07-05,1835.79,Pendiente,Empleado 50,"Producto 79, Producto 254, Producto 268, Producto 194, Producto 83"
Pedido-4622,Cliente 152,2024-07-20,3869.51,Pendiente,Empleado 42,"Producto 21, Producto 247"
Pedido-4623,Cliente 1103,2024-11-13,2632.72,Procesado,Empleado 88,"Producto 253, Producto 24"
Pedido-4624,Cliente 1324,2024-06-13,766.98,Entregado,Empleado 60,"Producto 66, Producto 240, Producto 25, Producto 102"
Pedido-4625,Cliente 620,2024-06-12,4238.13,Cancelado,Empleado 24,"Producto 239, Producto 3, Producto 253, Producto 186"
Pedido-4626,Cliente 1713,2024-09-27,3157.28,Procesado,Empleado 9,"Producto 30, Producto 268, Producto 285, Producto 226, Producto 57"
Pedido-4627,Cliente 1066,2024-10-15,2527.54,Procesado,Empleado 72,Producto 78
Pedido-4628,Cliente 1440,2024-08-05,3186.02,Cancelado,Empleado 77,"Producto 204, Producto 83, Producto 101"
Pedido-4629,Cliente 648,2025-02-19,549.28,Pendiente,Empleado 97,"Producto 277, Producto 14"
Pedido-4630,Cliente 731,2024-06-10,1331.86,Entregado,Empleado 12,"Producto 183, Producto 36"
Pedido-4631,Cliente 659,2025-02-15,388.69,Entregado,Empleado 86,"Producto 291, Producto 25, Producto 140, Producto 15"
Pedido-4632,Cliente 161,2024-07-08,3984.7,Entregado,Empleado 43,"Producto 86, Producto 47, Producto 8"
Pedido-4633,Cliente 501,2025-02-13,4526.25,Procesado,Empleado 85,Producto 128
Pedido-4634,Cliente 1762,2024-09-18,4013.52,Enviado,Empleado 61,"Producto 15, Producto 216"
Pedido-4635,Cliente 1656,2024-05-12,3158.59,Pendiente,Empleado 24,"Producto 169, Producto 64, Producto 171, Producto 89, Producto 254"
Pedido-4636,Cliente 1440,2024-07-11,3647.76,Cancelado,Empleado 4,"Producto 82, Producto 29, Producto 270"
Pedido-4637,Cliente 1794,2024-10-26,3909.5,Procesado,Empleado 54,"Producto 268, Producto 194, Producto 36, Producto 45"
Pedido-4638,Cliente 1179,2024-10-06,2811.46,Cancelado,Empleado 69,"Producto 79, Producto 279, Producto 118, Producto 134, Producto 209"
Pedido-4639,Cliente 1853,2024-06-22,3219.41,Entregado,Empleado 85,"Producto 123, Producto 214"
Pedido-4640,Cliente 1521,2024-07-30,3175.88,Entregado,Empleado 61,Producto 88
Pedido-4641,Cliente 1118,2024-04-15,3793.45,Enviado,Empleado 97,"Producto 224, Producto 235, Producto 143"
